isogroup54858_g1	Protein pangolin, isoforms A/H/I/S OS=Drosophila melanogaster GN=pan PE=1 SV=1 E(blastx)=2e-42
isogroup55514_g1	Galaxin-2 OS=Acropora millepora PE=1 SV=1 E(blastx)=7e-21
isogroup56275_g3	Deleted in lung and esophageal cancer protein 1 OS=Homo sapiens GN=DLEC1 PE=2 SV=2 E(blastx)=1e-35
isogroup62263_g1	Bromodomain adjacent to zinc finger domain protein 1A OS=Homo sapiens GN=BAZ1A PE=1 SV=2 E(blastx)=6e-45
isogroup60059_g2	DNA polymerase delta subunit 2 OS=Mus musculus GN=Pold2 PE=1 SV=2 E(blastx)=2e-150
isogroup53606_g1	Serine/threonine-protein kinase Chk1 OS=Gallus gallus GN=CHEK1 PE=1 SV=1 E(blastx)=2e-179
isogroup54977_g1	Mitochondrial intermediate peptidase OS=Pongo abelii GN=MIPEP PE=2 SV=1 E(blastx)=5e-129
isogroup190133_g1	Schlafen family member 11 OS=Homo sapiens GN=SLFN11 PE=1 SV=2 E(blastx)=9e-09
isogroup54430_g1	Calcyphosin-like protein OS=Mus musculus GN=Capsl PE=2 SV=4 E(blastx)=2e-94
isogroup31778_g1	Very-long-chain enoyl-CoA reductase OS=Dictyostelium discoideum GN=gpsn2 PE=3 SV=1 E(blastx)=2e-24
isogroup56744_g7	E3 ubiquitin-protein ligase MARCH8 OS=Homo sapiens GN=MARCH8 PE=1 SV=1 E(blastx)=5e-14
isogroup62930_g2	Glycogenin-1 OS=Homo sapiens GN=GYG1 PE=1 SV=4 E(blastx)=4e-24
isogroup91915_g1	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Homo sapiens GN=SVEP1 PE=1 SV=3 E(blastx)=3e-20
isogroup61434_g2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens GN=RPN2 PE=1 SV=3 E(blastx)=4e-130
isogroup52721_g2	UPF0565 protein C2orf69 homolog OS=Danio rerio GN=zgc:153521 PE=2 SV=1 E(blastx)=5e-72
isogroup37495_g1	Homeobox protein Hmx OS=Drosophila melanogaster GN=Hmx PE=2 SV=3 E(blastx)=3e-17
isogroup53571_g1	LIM and SH3 domain protein 1 OS=Mus musculus GN=Lasp1 PE=1 SV=1 E(blastx)=1e-55
isogroup46426_g1	Iron-sulfur protein NUBPL OS=Homo sapiens GN=NUBPL PE=1 SV=3 E(blastx)=6e-114
isogroup52923_g1	39S ribosomal protein L4, mitochondrial OS=Mus musculus GN=Mrpl4 PE=1 SV=1 E(blastx)=2e-44
isogroup38936_g1	Neuroligin-4, Y-linked OS=Homo sapiens GN=NLGN4Y PE=2 SV=1 E(blastx)=9e-65
isogroup61093_g3	Putative TPR repeat-containing protein R856 OS=Acanthamoeba polyphaga mimivirus GN=MIMI_R856 PE=3 SV=1 E(blastx)=2e-08
isogroup58158_g9	Homeobox protein Wariai OS=Dictyostelium discoideum GN=warA PE=2 SV=1 E(blastx)=5e-12
isogroup51037_g1	Protein phosphatase 1 regulatory subunit 27 OS=Mus musculus GN=Ppp1r27 PE=2 SV=1 E(blastx)=3e-19
isogroup53403_g1	Sperm surface protein Sp17 OS=Macaca fascicularis GN=SPA17 PE=2 SV=1 E(blastx)=5e-13
isogroup95292_g1	Ras-related and estrogen-regulated growth inhibitor OS=Homo sapiens GN=RERG PE=1 SV=1 E(blastx)=4e-32
isogroup61038_g4	Protein MB21D2 OS=Mus musculus GN=Mb21d2 PE=1 SV=1 E(blastx)=2e-18
isogroup89802_g1	Retrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster GN=pol PE=3 SV=1 E(blastx)=3e-07
isogroup111716_g1	Melatonin-related receptor OS=Ovis aries GN=GPR50 PE=2 SV=2 E(blastx)=1e-31
isogroup60361_g1	Cdc42-interacting protein 4 homolog OS=Danio rerio GN=trip10 PE=2 SV=1 E(blastx)=7e-95
isogroup53566_g3	Neuronal calcium sensor 1 OS=Xenopus laevis GN=ncs1 PE=2 SV=2 E(blastx)=1e-07
isogroup46367_g1	Laminin subunit alpha-2 OS=Homo sapiens GN=LAMA2 PE=1 SV=4 E(blastx)=2e-07
isogroup37374_g1	Protein HEG homolog 1 OS=Mus musculus GN=Heg1 PE=1 SV=1 E(blastx)=2e-13
isogroup118123_g1	Probable multidrug resistance-associated protein lethal(2)03659 OS=Drosophila melanogaster GN=l(2)03659 PE=2 SV=4 E(blastx)=1e-12
isogroup16102_g1	GPI ethanolamine phosphate transferase 2 OS=Homo sapiens GN=PIGG PE=1 SV=1 E(blastx)=9e-16
isogroup48680_g1	Radial spoke head 1 homolog OS=Mus musculus GN=Rsph1 PE=1 SV=2 E(blastx)=4e-58
isogroup58511_g2	Helicase with zinc finger domain 2 OS=Homo sapiens GN=HELZ2 PE=1 SV=6 E(blastx)=9e-37
isogroup33561_g1	Glutaredoxin-related protein 5, mitochondrial OS=Danio rerio GN=glrx5 PE=2 SV=1 E(blastx)=4e-47
isogroup187585_g1	DNA transposase THAP9 OS=Homo sapiens GN=THAP9 PE=1 SV=2 E(blastx)=5e-08
isogroup62564_g5	Somatostatin receptor type 5 OS=Rattus norvegicus GN=Sstr5 PE=1 SV=2 E(blastx)=2e-13
isogroup45960_g1	Carbonic anhydrase 1 OS=Rattus norvegicus GN=Ca1 PE=1 SV=1 E(blastx)=4e-15
isogroup19796_g1	Ubiquitin-fold modifier-conjugating enzyme 1 OS=Nematostella vectensis GN=v1g214407 PE=3 SV=1 E(blastx)=1e-105
isogroup43090_g2	Acyl-coenzyme A thioesterase 11 OS=Homo sapiens GN=ACOT11 PE=1 SV=1 E(blastx)=7e-32
isogroup58096_g1	Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=3 E(blastx)=1e-22
isogroup60853_g1	Homeodomain-interacting protein kinase 2 OS=Mus musculus GN=Hipk2 PE=1 SV=2 E(blastx)=7e-171
isogroup48045_g1	Molybdenum cofactor sulfurase OS=Danio rerio GN=mocos PE=2 SV=2 E(blastx)=2e-166
isogroup61779_g1	Homeobox protein OTX2-B OS=Xenopus laevis GN=otx2-b PE=2 SV=1 E(blastx)=1e-25
isogroup35991_g1	Lysyl oxidase homolog 3 OS=Mus musculus GN=Loxl3 PE=2 SV=2 E(blastx)=1e-09
isogroup56509_g1	Nucleolar complex protein 2 homolog OS=Bos taurus GN=NOC2L PE=2 SV=1 E(blastx)=8e-138
isogroup41623_g1	Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2 E(blastx)=2e-25
isogroup61445_g3	Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4 E(blastx)=2e-13
isogroup19799_g1	Potassium voltage-gated channel subfamily C member 3 OS=Homo sapiens GN=KCNC3 PE=1 SV=3 E(blastx)=8e-49
isogroup70881_g1	Protein bark beetle OS=Drosophila melanogaster GN=bark PE=1 SV=1 E(blastx)=2e-08
isogroup42490_g1	Inactive phospholipid phosphatase 7 OS=Homo sapiens GN=PLPP7 PE=2 SV=1 E(blastx)=5e-30
isogroup57950_g1	Contactin-associated protein-like 5 OS=Homo sapiens GN=CNTNAP5 PE=2 SV=1 E(blastx)=9e-17
isogroup56052_g1	Nitrogen permease regulator 2-like protein OS=Mus musculus GN=Nprl2 PE=2 SV=1 E(blastx)=1e-135
isogroup189382_g1	Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum PE=2 SV=1 E(blastx)=2e-07
isogroup57069_g1	Perivitellin-2 67 kDa subunit OS=Pomacea canaliculata PE=1 SV=2 E(blastx)=3e-07
isogroup61893_g2	Far upstream element-binding protein 1 OS=Mus musculus GN=Fubp1 PE=1 SV=1 E(blastx)=7e-08
isogroup57913_g4	IST1 homolog OS=Homo sapiens GN=IST1 PE=1 SV=1 E(blastx)=2e-62
isogroup60410_g1	Collagen alpha-1(V) chain OS=Cricetulus longicaudatus GN=COL5A1 PE=2 SV=1 E(blastx)=2e-44
isogroup124205_g1	Kelch-like protein 7 OS=Rattus norvegicus GN=Klhl7 PE=2 SV=1 E(blastx)=1e-06
isogroup88612_g1	Potassium voltage-gated channel protein Shal OS=Drosophila melanogaster GN=Shal PE=1 SV=2 E(blastx)=6e-35
isogroup62061_g7	Venom prothrombin activator oscutarin-C non-catalytic subunit OS=Oxyuranus scutellatus PE=1 SV=1 E(blastx)=2e-33
isogroup27270_g1	Ras-like protein family member 11B OS=Danio rerio GN=rasl11b PE=2 SV=1 E(blastx)=2e-31
isogroup59882_g4	Olfactomedin-like protein 2A OS=Mus musculus GN=Olfml2a PE=1 SV=1 E(blastx)=3e-13
isogroup62636_g4	TNF receptor-associated factor 4 OS=Mus musculus GN=Traf4 PE=1 SV=2 E(blastx)=2e-24
isogroup1633_g1	Protein-methionine sulfoxide oxidase MICAL2 OS=Bos taurus GN=MICAL2 PE=3 SV=2 E(blastx)=8e-21
isogroup54994_g1	Mitochondrial import inner membrane translocase subunit Tim21 OS=Rattus norvegicus GN=Timm21 PE=2 SV=1 E(blastx)=2e-38
isogroup47155_g1	Translocon-associated protein subunit delta OS=Bos taurus GN=SSR4 PE=2 SV=1 E(blastx)=2e-38
isogroup52160_g1	N-alpha-acetyltransferase 20 OS=Xenopus tropicalis GN=naa20 PE=2 SV=1 E(blastx)=1e-97
isogroup56887_g1	Inactive rhomboid protein 1 OS=Danio rerio GN=rhbdf1 PE=2 SV=1 E(blastx)=6e-45
isogroup56938_g1	Glutamate carboxypeptidase 2 OS=Sus scrofa GN=FOLH1 PE=1 SV=1 E(blastx)=1e-180
isogroup61066_g2	Protein ELYS OS=Xenopus laevis GN=ahctf1 PE=1 SV=1 E(blastx)=1e-157
isogroup59820_g2	Lipoma-preferred partner homolog OS=Gallus gallus GN=LPP PE=2 SV=1 E(blastx)=7e-79
isogroup44395_g1	Neuroglobin OS=Mus musculus GN=Ngb PE=1 SV=1 E(blastx)=2e-15
isogroup54615_g1	Titin OS=Mus musculus GN=Ttn PE=1 SV=1 E(blastx)=5e-05
isogroup37966_g1	Anoctamin-4 OS=Homo sapiens GN=ANO4 PE=2 SV=1 E(blastx)=3e-07
isogroup42342_g1	Probable G-protein coupled receptor CG31760 OS=Drosophila melanogaster GN=CG31760 PE=1 SV=3 E(blastx)=5e-50
isogroup50455_g3	NACHT domain- and WD repeat-containing protein 1 OS=Homo sapiens GN=NWD1 PE=1 SV=3 E(blastx)=6e-11
isogroup88213_g1	GTP-binding protein 2 OS=Homo sapiens GN=GTPBP2 PE=1 SV=1 E(blastx)=1e-75
isogroup50852_g2	WD repeat-containing protein 3 homolog OS=Dictyostelium discoideum GN=wdr3 PE=3 SV=1 E(blastx)=2e-155
isogroup95816_g1	Laminin subunit beta-2 OS=Rattus norvegicus GN=Lamb2 PE=2 SV=1 E(blastx)=6e-32
isogroup61320_g2	Mitochondrial fission 1 protein OS=Rattus norvegicus GN=Fis1 PE=1 SV=1 E(blastx)=9e-30
isogroup55903_g1	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C OS=Sus scrofa GN=MGAT4C PE=2 SV=1 E(blastx)=1e-46
isogroup53059_g2	Chromosome transmission fidelity protein 18 homolog OS=Xenopus laevis GN=chtf18 PE=2 SV=1 E(blastx)=7e-87
isogroup66302_g1	Cornifelin homolog B OS=Xenopus laevis GN=cnfn-b PE=3 SV=1 E(blastx)=3e-06
isogroup54897_g5	MAM and fibronectin type III domain-containing protein 1 (Fragment) OS=Acropora millepora PE=1 SV=1 E(blastx)=4e-18
isogroup61143_g8	Probable RNA-directed DNA polymerase from transposon X-element OS=Drosophila melanogaster GN=X-element\ORF2 PE=3 SV=1 E(blastx)=1e-18
isogroup55862_g1	Protein phosphatase 1 regulatory subunit 32 OS=Homo sapiens GN=PPP1R32 PE=1 SV=1 E(blastx)=7e-72
isogroup126646_g1	Pogo transposable element with KRAB domain OS=Mus musculus GN=Pogk PE=2 SV=2 E(blastx)=1e-06
isogroup48096_g1	Frizzled-8 OS=Rattus norvegicus GN=Fzd8 PE=2 SV=1 E(blastx)=8e-42
isogroup142483_g1	Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4 E(blastx)=6e-22
isogroup47715_g1	Monocarboxylate transporter 12 OS=Xenopus laevis GN=slc16a12 PE=2 SV=1 E(blastx)=2e-20
isogroup62995_g2	Death effector domain-containing protein OS=Homo sapiens GN=DEDD PE=1 SV=1 E(blastx)=3e-05
isogroup49487_g1	Thrombospondin type-1 domain-containing protein 1 OS=Homo sapiens GN=THSD1 PE=2 SV=1 E(blastx)=1e-05
isogroup59431_g1	Eukaryotic translation initiation factor 4 gamma 2 OS=Oryctolagus cuniculus GN=EIF4G2 PE=2 SV=1 E(blastx)=1e-180
isogroup49053_g1	Alpha-1B adrenergic receptor OS=Mesocricetus auratus GN=ADRA1B PE=1 SV=1 E(blastx)=3e-44
isogroup59293_g3	E3 ubiquitin-protein ligase TRIM33 OS=Homo sapiens GN=TRIM33 PE=1 SV=3 E(blastx)=3e-63
isogroup59929_g2	Zinc finger CCHC domain-containing protein 24 OS=Macaca fascicularis GN=ZCCHC24 PE=2 SV=1 E(blastx)=9e-07
isogroup57813_g2	Monocarboxylate transporter 8 OS=Rattus norvegicus GN=SLC16A2 PE=1 SV=1 E(blastx)=6e-26
isogroup58950_g1	Fibropellin-1 OS=Strongylocentrotus purpuratus GN=EGF1 PE=1 SV=2 E(blastx)=4e-23
isogroup34174_g1	Beta-secretase 2 OS=Rattus norvegicus GN=Bace2 PE=2 SV=1 E(blastx)=9e-19
isogroup32143_g1	60S ribosomal protein L21 OS=Homo sapiens GN=RPL21 PE=1 SV=2 E(blastx)=3e-64
isogroup195054_g1	Probable polyol transporter 4 OS=Arabidopsis thaliana GN=PLT4 PE=2 SV=1 E(blastx)=1e-05
isogroup48749_g1	Mitogen-activated protein kinase kinase kinase 1 OS=Homo sapiens GN=MAP3K1 PE=1 SV=4 E(blastx)=5e-40
isogroup54580_g1	Phospholipase D1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=pld1 PE=1 SV=1 E(blastx)=1e-138
isogroup46875_g2	52 kDa repressor of the inhibitor of the protein kinase OS=Homo sapiens GN=THAP12 PE=1 SV=2 E(blastx)=2e-09
isogroup44264_g1	NADP-dependent oxidoreductase domain-containing protein 1 OS=Xenopus tropicalis GN=noxred1 PE=2 SV=1 E(blastx)=1e-52
isogroup61143_g2	Ras-related protein Rab-10 OS=Pongo abelii GN=RAB10 PE=2 SV=1 E(blastx)=1e-67
isogroup158690_g1	BTB/POZ domain-containing protein 6 OS=Mus musculus GN=Btbd6 PE=2 SV=2 E(blastx)=5e-06
isogroup53273_g1	Protein jagged-1a OS=Danio rerio GN=jag1a PE=2 SV=1 E(blastx)=1e-14
isogroup60288_g1	E3 ubiquitin-protein ligase RNF168 OS=Xenopus laevis GN=rnf168 PE=2 SV=1 E(blastx)=2e-35
isogroup57828_g1	von Willebrand factor A domain-containing protein 5B1 OS=Homo sapiens GN=VWA5B1 PE=1 SV=2 E(blastx)=7e-73
isogroup21830_g1	Beta-1,4-N-acetylgalactosaminyltransferase 3 OS=Mus musculus GN=B4galnt3 PE=2 SV=1 E(blastx)=2e-11
isogroup51255_g1	Calcium-activated potassium channel slowpoke OS=Drosophila melanogaster GN=slo PE=1 SV=3 E(blastx)=2e-108
isogroup73201_g1	60S ribosomal protein L31 OS=Pongo abelii GN=RPL31 PE=2 SV=1 E(blastx)=5e-45
isogroup38709_g2	Chromatin accessibility complex protein 1 OS=Mus musculus GN=Chrac1 PE=1 SV=1 E(blastx)=3e-22
isogroup62610_g1	Tyrosine-protein phosphatase non-receptor type 23 OS=Mus musculus GN=Ptpn23 PE=1 SV=2 E(blastx)=8e-131
isogroup44040_g1	Kynurenine formamidase OS=Salinibacter ruber (strain DSM 13855 / M31) GN=kynB PE=3 SV=1 E(blastx)=1e-05
isogroup52944_g2	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Danio rerio GN=samhd1 PE=2 SV=2 E(blastx)=1e-166
isogroup54899_g1	Allantoicase OS=Xenopus laevis GN=allc PE=2 SV=1 E(blastx)=2e-132
isogroup47581_g1	Centromere protein L OS=Danio rerio GN=cenpl PE=2 SV=1 E(blastx)=5e-21
isogroup50720_g1	Cortactin-binding protein 2 OS=Neofelis nebulosa GN=CTTNBP2 PE=3 SV=1 E(blastx)=2e-13
isogroup46794_g1	Kinesin-like protein KIF20A OS=Bos taurus GN=KIF20A PE=2 SV=1 E(blastx)=6e-48
isogroup46991_g1	Very low-density lipoprotein receptor OS=Mus musculus GN=Vldlr PE=1 SV=1 E(blastx)=1e-156
isogroup49601_g1	Probable D-tyrosyl-tRNA(Tyr) deacylase 2 OS=Mus musculus GN=Dtd2 PE=1 SV=1 E(blastx)=6e-63
isogroup61273_g2	Metabotropic glutamate receptor 3 OS=Macaca fascicularis GN=GRM3 PE=2 SV=1 E(blastx)=4e-180
isogroup58239_g1	Phosphatidate cytidylyltransferase 2 OS=Homo sapiens GN=CDS2 PE=1 SV=1 E(blastx)=2e-162
isogroup55381_g1	Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Bos taurus GN=PYCR1 PE=2 SV=1 E(blastx)=1e-66
isogroup50538_g1	Transcription factor RFX4 OS=Mus musculus GN=Rfx4 PE=1 SV=1 E(blastx)=5e-158
isogroup88886_g1	Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2 E(blastx)=5e-10
isogroup59724_g1	Tripartite motif-containing protein 2 OS=Ailuropoda melanoleuca GN=TRIM2 PE=3 SV=1 E(blastx)=6e-12
isogroup45543_g1	Gamma-interferon-inducible lysosomal thiol reductase OS=Homo sapiens GN=IFI30 PE=1 SV=3 E(blastx)=2e-39
isogroup186847_g1	Calmodulin-5/6/7/8 OS=Solanum tuberosum GN=PCM5 PE=1 SV=3 E(blastx)=3e-15
isogroup59400_g4	WD repeat-containing protein 54 OS=Mus musculus GN=Wdr54 PE=1 SV=1 E(blastx)=4e-77
isogroup62455_g3	TNF receptor-associated factor 2 OS=Homo sapiens GN=TRAF2 PE=1 SV=2 E(blastx)=9e-80
isogroup51445_g1	Cell death activator CIDE-B OS=Bos taurus GN=CIDEB PE=2 SV=1 E(blastx)=1e-06
isogroup51862_g1	Dynein regulatory complex subunit 3 OS=Homo sapiens GN=DRC3 PE=2 SV=2 E(blastx)=1e-178
isogroup47678_g1	Organic cation transporter protein OS=Drosophila melanogaster GN=Orct PE=1 SV=1 E(blastx)=2e-63
isogroup58111_g1	Multifunctional methyltransferase subunit TRM112-like protein OS=Mus musculus GN=Trmt112 PE=1 SV=1 E(blastx)=3e-31
isogroup59475_g1	Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens GN=EEF1E1 PE=1 SV=1 E(blastx)=1e-32
isogroup53741_g1	Protein YIPF1 OS=Pongo abelii GN=YIPF1 PE=2 SV=1 E(blastx)=2e-79
isogroup61498_g1	Tumor necrosis factor ligand superfamily member 10 OS=Homo sapiens GN=TNFSF10 PE=1 SV=1 E(blastx)=1e-12
isogroup56936_g1	E3 ubiquitin-protein ligase RNF123 OS=Homo sapiens GN=RNF123 PE=1 SV=1 E(blastx)=2e-21
isogroup32767_g1	40S ribosomal protein S27-like OS=Bos taurus GN=RPS27L PE=3 SV=3 E(blastx)=2e-30
isogroup60382_g2	LINE-1 reverse transcriptase homolog OS=Nycticebus coucang PE=3 SV=1 E(blastx)=7e-37
isogroup47672_g1	39S ribosomal protein L41-A, mitochondrial OS=Xenopus laevis GN=mrpl41-a PE=2 SV=1 E(blastx)=1e-14
isogroup183004_g1	Unconventional myosin-XIX OS=Homo sapiens GN=MYO19 PE=1 SV=2 E(blastx)=7e-76
isogroup56202_g1	Fibrillin-1 OS=Bos taurus GN=FBN1 PE=1 SV=2 E(blastx)=8e-24
isogroup56230_g3	Caspase-8 OS=Homo sapiens GN=CASP8 PE=1 SV=1 E(blastx)=2e-28
isogroup60791_g1	Microtubule-associated serine/threonine-protein kinase 1 OS=Homo sapiens GN=MAST1 PE=1 SV=2 E(blastx)=1e-139
isogroup59519_g3	Elongator complex protein 4 OS=Danio rerio GN=elp4 PE=2 SV=2 E(blastx)=6e-108
isogroup43350_g1	Alpha-1A adrenergic receptor OS=Homo sapiens GN=ADRA1A PE=1 SV=2 E(blastx)=1e-23
isogroup36562_g1	Profilin-2 OS=Acanthamoeba castellanii PE=1 SV=3 E(blastx)=1e-28
isogroup54251_g1	ADP,ATP carrier protein OS=Chlamydomonas reinhardtii GN=ABT PE=2 SV=1 E(blastx)=2e-116
isogroup164743_g1	E3 ubiquitin-protein ligase TRIM71 OS=Xenopus tropicalis GN=trim71 PE=3 SV=1 E(blastx)=1e-23
isogroup44563_g1	Nucleotide-binding oligomerization domain-containing protein 2 OS=Mus musculus GN=Nod2 PE=1 SV=1 E(blastx)=6e-14
isogroup53170_g1	Dihydroxy-acid dehydratase OS=Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath) GN=ilvD PE=3 SV=1 E(blastx)=1e-166
isogroup57055_g9	Protein quaking OS=Gallus gallus GN=QKI PE=2 SV=2 E(blastx)=3e-63
isogroup58591_g2	Very-long-chain 3-oxoacyl-CoA reductase OS=Anas platyrhynchos GN=HSD17B12 PE=2 SV=1 E(blastx)=1e-91
isogroup157877_g1	Polypeptide N-acetylgalactosaminyltransferase 4 OS=Caenorhabditis elegans GN=gly-4 PE=2 SV=2 E(blastx)=6e-76
isogroup47154_g3	Ankyrin repeat and LEM domain-containing protein 2 OS=Homo sapiens GN=ANKLE2 PE=1 SV=4 E(blastx)=6e-31
isogroup62974_g1	Niemann-Pick C1-like protein 1 OS=Rattus norvegicus GN=Npc1l1 PE=1 SV=1 E(blastx)=9e-17
isogroup52169_g1	Multidrug resistance-associated protein 4 OS=Homo sapiens GN=ABCC4 PE=1 SV=3 E(blastx)=2e-85
isogroup62613_g1	Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4 E(blastx)=7e-15
isogroup4353_g1	Zinc finger protein ZIC 4 OS=Xenopus laevis GN=zic4 PE=2 SV=1 E(blastx)=6e-34
isogroup197790_g1	LINE-1 reverse transcriptase homolog OS=Nycticebus coucang PE=3 SV=1 E(blastx)=1e-08
isogroup37335_g1	Probable inactive purple acid phosphatase 2 OS=Arabidopsis thaliana GN=PAP2 PE=2 SV=1 E(blastx)=1e-54
isogroup168887_g1	Multidrug resistance-associated protein 4 OS=Homo sapiens GN=ABCC4 PE=1 SV=3 E(blastx)=1e-17
isogroup49524_g1	Translation initiation factor IF-3 OS=Chlamydia pneumoniae GN=infC PE=3 SV=1 E(blastx)=2e-10
isogroup54871_g1	Dual specificity mitogen-activated protein kinase kinase 5 OS=Rattus norvegicus GN=Map2k5 PE=1 SV=1 E(blastx)=1e-177
isogroup49003_g1	Matrilin-2 OS=Homo sapiens GN=MATN2 PE=1 SV=4 E(blastx)=6e-48
isogroup59323_g1	KRAB-A domain-containing protein 2 OS=Homo sapiens GN=KRBA2 PE=1 SV=1 E(blastx)=6e-20
isogroup61758_g2	JNK1/MAPK8-associated membrane protein OS=Homo sapiens GN=JKAMP PE=2 SV=2 E(blastx)=1e-77
isogroup50236_g1	Angiomotin-like protein 1 OS=Homo sapiens GN=AMOTL1 PE=1 SV=1 E(blastx)=7e-07
isogroup61848_g3	Flavin reductase (NADPH) OS=Mus musculus GN=Blvrb PE=1 SV=3 E(blastx)=2e-16
isogroup58141_g1	F-actin-capping protein subunit beta OS=Bos taurus GN=CAPZB PE=1 SV=1 E(blastx)=2e-162
isogroup37604_g1	Protein male abnormal 21 OS=Caenorhabditis elegans GN=mab-21 PE=2 SV=2 E(blastx)=5e-07
isogroup46641_g1	Cell growth-regulating nucleolar protein OS=Mus musculus GN=Lyar PE=1 SV=2 E(blastx)=2e-45
isogroup62813_g2	Otolin-1 OS=Homo sapiens GN=OTOL1 PE=3 SV=1 E(blastx)=2e-08
isogroup60721_g2	IQ domain-containing protein K OS=Homo sapiens GN=IQCK PE=2 SV=1 E(blastx)=9e-37
isogroup181991_g1	RING finger protein 207 OS=Oryctolagus cuniculus GN=RNF207 PE=2 SV=1 E(blastx)=6e-14
isogroup44123_g1	Activating transcription factor 7-interacting protein 1 OS=Gallus gallus GN=ATF7IP PE=2 SV=1 E(blastx)=8e-24
isogroup62239_g7	Cyclin-G-associated kinase OS=Rattus norvegicus GN=Gak PE=1 SV=1 E(blastx)=3e-116
isogroup11080_g1	A disintegrin and metalloproteinase with thrombospondin motifs 6 OS=Homo sapiens GN=ADAMTS6 PE=2 SV=2 E(blastx)=1e-46
isogroup62036_g1	Lysine-specific demethylase 2A OS=Xenopus tropicalis GN=kdm2a PE=2 SV=1 E(blastx)=1e-118
isogroup57942_g1	Vitamin K-dependent protein C (Fragment) OS=Bos taurus GN=PROC PE=1 SV=1 E(blastx)=2e-35
isogroup160585_g1	D(1A) dopamine receptor OS=Rattus norvegicus GN=Drd1 PE=1 SV=2 E(blastx)=9e-13
isogroup55263_g1	Ubiquitin carboxyl-terminal hydrolase 2 OS=Gallus gallus GN=USP2 PE=2 SV=1 E(blastx)=2e-122
isogroup37510_g1	Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=3 SV=1 E(blastx)=1e-33
isogroup38990_g1	Aquaporin-3 OS=Bos taurus GN=AQP3 PE=2 SV=1 E(blastx)=1e-88
isogroup45726_g1	Transmembrane protein with metallophosphoesterase domain OS=Danio rerio GN=tmppe PE=2 SV=1 E(blastx)=3e-85
isogroup22616_g1	DNA polymerase kappa OS=Homo sapiens GN=POLK PE=1 SV=1 E(blastx)=1e-83
isogroup136923_g1	Kelch-like protein 24 OS=Homo sapiens GN=KLHL24 PE=2 SV=1 E(blastx)=6e-06
isogroup50606_g1	RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Mus musculus GN=Rbck1 PE=1 SV=2 E(blastx)=3e-05
isogroup90086_g1	Protein lyl-1 OS=Mus musculus GN=Lyl1 PE=2 SV=2 E(blastx)=2e-25
isogroup48947_g2	Collagen alpha-1(II) chain OS=Xenopus tropicalis GN=col2a1 PE=2 SV=1 E(blastx)=8e-05
isogroup58152_g1	TBC1 domain family member 19 OS=Homo sapiens GN=TBC1D19 PE=1 SV=2 E(blastx)=1e-172
isogroup57104_g1	Zinc finger CW-type PWWP domain protein 2 OS=Homo sapiens GN=ZCWPW2 PE=1 SV=1 E(blastx)=5e-26
isogroup54703_g2	Bifunctional coenzyme A synthase OS=Sus scrofa GN=COASY PE=1 SV=1 E(blastx)=6e-106
isogroup61250_g1	Lactadherin OS=Bos taurus GN=MFGE8 PE=1 SV=2 E(blastx)=1e-22
isogroup8055_g2	Sacsin OS=Homo sapiens GN=SACS PE=1 SV=2 E(blastx)=2e-05
isogroup62903_g1	E3 ubiquitin-protein ligase rnf213-beta OS=Danio rerio GN=rnf213b PE=3 SV=1 E(blastx)=2e-66
isogroup46156_g1	Rootletin OS=Mus musculus GN=Crocc PE=1 SV=2 E(blastx)=2e-48
isogroup57592_g1	Oxysterol-binding protein 2 OS=Mus musculus GN=Osbp2 PE=1 SV=1 E(blastx)=2e-149
isogroup58010_g1	Angiopoietin-related protein 7 OS=Homo sapiens GN=ANGPTL7 PE=1 SV=1 E(blastx)=9e-12
isogroup50139_g1	Homeobox protein MSX-1 (Fragment) OS=Perodicticus potto edwarsi GN=MSX1 PE=3 SV=1 E(blastx)=1e-40
isogroup62225_g1	Serine/threonine-protein kinase tousled-like 2 OS=Mus musculus GN=Tlk2 PE=1 SV=2 E(blastx)=1e-100
